id,pack_id,openset_id,name,description,body_parts,category,equipment,difficulty,common_dimensions,media,metadata,created_at,updated_at,version,source_exercise_id,source_version
7d39796f-b641-422d-b139-9a31016c933b,a0000000-0000-0000-0000-000000000001,calf_raise,"{""en"": ""Calf Raise"", ""hr"": ""Podizanje na prste"", ""pt"": ""Elevacao de panturrilha""}","{""en"": ""Rising onto the balls of the feet."", ""hr"": ""Podizanje na prste stopala."", ""pt"": ""Elevar-se nas pontas dos pes.""}","[""lower_body""]",push,[],1,"[[""reps"", ""load""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/calf_raise/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/calf_raise/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Standing Calf Raise""], ""mechanic"": ""isolation"", ""laterality"": ""bilateral"", ""target_muscles"": [""calves""]}",2026-03-22 20:46:15.103267+00,2026-04-01 05:48:06.757208+00,6,,
826c2fa3-763b-42a3-bb47-dc129720897d,a0000000-0000-0000-0000-000000000001,sit_up,"{""en"": ""Sit Up"", ""hr"": ""Trbusnjaci s punim podizanjem"", ""pt"": ""Abdominal completo""}","{""en"": ""Rising from supine to seated position."", ""hr"": ""Podizanje iz lezeceg u sjedeci polozaj."", ""pt"": ""Levantar-se da posicao deitada para sentada.""}","[""core""]",rotation,[],1,"[[""reps""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/sit_up/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/sit_up/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""abs"", ""hip_flexors""]}",2026-03-22 20:47:22.415233+00,2026-04-01 05:48:06.757208+00,5,,
84ab3b53-f68d-45f8-929a-3bac4cf029cb,a0000000-0000-0000-0000-000000000001,back_squat,"{""en"": ""Back Squat"", ""hr"": ""Straznji cucanj"", ""pt"": ""Agachamento com barra""}","{""en"": ""A squat variation with the barbell on the upper back."", ""hr"": ""Varijanta cucnja sa sipkom na gornjem dijelu leda."", ""pt"": ""Variacao do agachamento com a barra nas costas.""}","[""lower_body""]",squat,"[""barbell"",""squat_rack""]",2,"[[""reps"", ""load""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/back_squat/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/back_squat/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Squat""], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""glutes"", ""quads""]}",2026-03-22 20:46:15.103267+00,2026-04-01 05:48:06.757208+00,6,,
8676f179-59cc-432f-9f3c-a6740d07ec47,a0000000-0000-0000-0000-000000000001,plank,"{""en"": ""Plank"", ""hr"": ""Daska"", ""pt"": ""Prancha""}","{""en"": ""Isometric core hold on forearms and toes."", ""hr"": ""Izometrijsko drzanje na podlakticama i prstima."", ""pt"": ""Exercicio isometrico de core nos antebracos e pontas dos pes.""}","[""core""]",carry,[],1,"[[""duration""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/plank/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/plank/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Front Plank""], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""abs"", ""core""]}",2026-03-22 20:47:22.415233+00,2026-04-01 05:48:06.757208+00,4,,
8a178971-5808-44b6-8eb8-deca90c27d75,a0000000-0000-0000-0000-000000000001,wall_sit,"{""en"": ""Wall Sit"", ""hr"": ""Sjedenje uz zid"", ""pt"": ""Cadeirinha na parede""}","{""en"": ""An isometric hold with back against a wall."", ""hr"": ""Izometrijsko drzanje s ledima uz zid."", ""pt"": ""Exercicio isometrico com costas contra a parede.""}","[""lower_body""]",squat,[],1,"[[""duration""]]",{},"{""aliases"": [""Wall Squat""], ""mechanic"": ""isolation"", ""laterality"": ""bilateral"", ""target_muscles"": [""quads""]}",2026-03-22 20:46:15.103267+00,2026-04-01 05:48:06.757208+00,2,,
8b6163f3-6377-4794-9679-5e02ca0eae78,a0000000-0000-0000-0000-000000000001,stationary_bike,"{""en"": ""Stationary Bike"", ""hr"": ""Stacionarni bicikl"", ""pt"": ""Bicicleta ergometrica""}","{""en"": ""Lower body cardio on a stationary bike."", ""hr"": ""Kardio za donji dio tijela na stacionarnom biciklu."", ""pt"": ""Cardio para membros inferiores em bicicleta ergometrica.""}","[""cardio""]",gait,"[""stationary_bike""]",1,"[[""distance""], [""duration""], [""calories""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/stationary_bike/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/stationary_bike/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Bike"", ""Exercise Bike""], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""hamstrings"", ""quads""]}",2026-03-22 20:47:22.415233+00,2026-04-01 05:48:06.757208+00,6,,
8d5aed9b-9f75-410f-bc87-c0883199bb8b,a0000000-0000-0000-0000-000000000001,bulgarian_split_squat,"{""en"": ""Bulgarian Split Squat"", ""hr"": ""Bugarski cucanj"", ""pt"": ""Agachamento bulgaro""}","{""en"": ""A single-leg squat with rear foot elevated."", ""hr"": ""Jednonozni cucanj s podignutom straznjom nogom."", ""pt"": ""Agachamento unilateral com pe traseiro elevado.""}","[""lower_body""]",squat,"[""bench""]",2,"[[""reps"", ""load""], [""reps"", ""sides""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/bulgarian_split_squat/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/bulgarian_split_squat/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""BSS""], ""mechanic"": ""compound"", ""laterality"": ""unilateral"", ""target_muscles"": [""glutes"", ""quads""]}",2026-03-22 20:46:15.103267+00,2026-04-01 05:48:06.757208+00,6,,
947acb1e-edeb-4906-8ae8-7a55e2d41d48,a0000000-0000-0000-0000-000000000001,elliptical,"{""en"": ""Elliptical"", ""hr"": ""Elipticna masina"", ""pt"": ""Eliptico""}","{""en"": ""Low-impact full-body cardio on an elliptical machine."", ""hr"": ""Kardio niskog utjecaja na elipticnoj masini."", ""pt"": ""Cardio de baixo impacto em maquina eliptica.""}","[""cardio""]",gait,"[""elliptical""]",1,"[[""distance""], [""duration""], [""calories""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/elliptical/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/elliptical/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Elliptical Trainer""], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""glutes"", ""quads""]}",2026-03-22 20:47:22.415233+00,2026-04-01 05:48:06.757208+00,6,,
ac7120bb-42de-4e73-a0fe-7bea4135335b,a0000000-0000-0000-0000-000000000001,dumbbell_row,"{""en"": ""Dumbbell Row"", ""hr"": ""Veslanje bucicom"", ""pt"": ""Remada com halter""}","{""en"": ""Single-arm horizontal pull with a dumbbell."", ""hr"": ""Jednorocno horizontalno povlacenje s bucicom."", ""pt"": ""Puxada horizontal unilateral com halter.""}","[""upper_body""]",pull,"[""dumbbell"",""bench""]",1,"[[""reps"", ""load""], [""reps"", ""sides""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/dumbbell_row/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/dumbbell_row/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""One Arm Dumbbell Row""], ""mechanic"": ""compound"", ""laterality"": ""unilateral"", ""target_muscles"": [""lats"", ""rhomboids""]}",2026-03-22 20:47:22.415233+00,2026-04-01 05:48:06.757208+00,6,,
b2deff14-4242-412f-a3d1-92e76abce59a,a0000000-0000-0000-0000-000000000001,front_squat,"{""en"": ""Front Squat"", ""hr"": ""Prednji cucanj"", ""pt"": ""Agachamento frontal""}","{""en"": ""A squat with the barbell on the front shoulders."", ""hr"": ""Cucanj sa sipkom na prednjim ramenima."", ""pt"": ""Agachamento com a barra nos ombros.""}","[""lower_body""]",squat,"[""barbell"",""squat_rack""]",3,"[[""reps"", ""load""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/front_squat/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/front_squat/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Barbell Front Squat""], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""glutes"", ""quads""]}",2026-03-22 20:46:15.103267+00,2026-04-01 05:48:06.757208+00,6,,
b5584de0-c90e-4104-bda5-1fd7d826e6a0,a0000000-0000-0000-0000-000000000001,leg_extension,"{""en"": ""Leg Extension"", ""hr"": ""Ekstenzija nogu"", ""pt"": ""Extensao de pernas""}","{""en"": ""Machine isolation exercise for quadriceps."", ""hr"": ""Izolacijska vjezba na masini za kvadriceps."", ""pt"": ""Exercicio de isolamento em maquina para quadriceps.""}","[""lower_body""]",squat,"[""leg_extension_machine""]",1,"[[""reps"", ""load""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/leg_extension/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/leg_extension/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Quad Extension""], ""mechanic"": ""isolation"", ""laterality"": ""bilateral"", ""target_muscles"": [""quads""]}",2026-03-22 20:47:22.415233+00,2026-04-01 05:48:06.757208+00,5,,
baf4f855-9d31-43e5-9520-8af7f4653c38,a0000000-0000-0000-0000-000000000001,leg_raise,"{""en"": ""Leg Raise"", ""hr"": ""Podizanje nogu"", ""pt"": ""Elevacao de pernas""}","{""en"": ""Raising legs from lying or hanging position."", ""hr"": ""Podizanje nogu iz lezeceg ili viseceg polozaja."", ""pt"": ""Elevar as pernas da posicao deitada ou suspensa.""}","[""core""]",rotation,[],1,"[[""reps""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/leg_raise/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/leg_raise/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Lying Leg Raise""], ""mechanic"": ""isolation"", ""laterality"": ""bilateral"", ""target_muscles"": [""abs""]}",2026-03-22 20:47:22.415233+00,2026-04-01 05:48:06.757208+00,5,,
bc69093d-efde-4acd-aec1-5959eadce33f,a0000000-0000-0000-0000-000000000001,dip,"{""en"": ""Dip"", ""hr"": ""Propadanje"", ""pt"": ""Mergulho""}","{""en"": ""Bodyweight press on parallel bars."", ""hr"": ""Potisak tjelesnom tezinom na sipkama."", ""pt"": ""Pressao em barras paralelas.""}","[""upper_body""]",push,"[""dip_bars""]",2,"[[""reps"", ""load""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/dip/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/dip/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Parallel Bar Dip""], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""chest"", ""triceps""]}",2026-03-22 20:46:15.103267+00,2026-04-01 05:48:06.757208+00,6,,
bd45f80b-c106-45ce-8c45-703cad9af97a,a0000000-0000-0000-0000-000000000001,chin_up,"{""en"": ""Chin Up"", ""hr"": ""Zgib supiniranim hvatom"", ""pt"": ""Barra fixa supinada""}","{""en"": ""Vertical pull with supinated grip."", ""hr"": ""Vertikalno povlacenje sa supiniranim hvatom."", ""pt"": ""Puxada vertical com pegada supinada.""}","[""upper_body""]",pull,"[""pull_up_bar""]",2,"[[""reps"", ""load""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/chin_up/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/chin_up/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Chinup""], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""biceps"", ""lats""]}",2026-03-22 20:46:15.103267+00,2026-04-01 05:48:06.757208+00,6,,
c362a9bd-edee-4e99-bbc9-f9005269a781,a0000000-0000-0000-0000-000000000001,overhead_press,"{""en"": ""Overhead Press"", ""hr"": ""Potisak iznad glave"", ""pt"": ""Desenvolvimento""}","{""en"": ""Vertical press from shoulder height to overhead."", ""hr"": ""Vertikalni potisak s visine ramena iznad glave."", ""pt"": ""Pressao vertical dos ombros acima da cabeca.""}","[""upper_body""]",push,"[""barbell"",""dumbbell""]",2,"[[""reps"", ""load""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/overhead_press/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/overhead_press/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""OHP"", ""Military Press""], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""shoulders"", ""triceps""]}",2026-03-22 20:46:15.103267+00,2026-04-01 05:48:06.757208+00,6,,
c37d625a-044d-4fac-9abc-bdd8ca9ac8d3,a0000000-0000-0000-0000-000000000001,sprint,"{""en"": ""Sprint"", ""hr"": ""Sprint"", ""pt"": ""Sprint""}","{""en"": ""Maximum effort running over short distances."", ""hr"": ""Trcanje maksimalnim intenzitetom na kratke udaljenosti."", ""pt"": ""Corrida em esforco maximo em curtas distancias.""}","[""cardio""]",gait,[],2,"[[""distance"", ""duration""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/sprint/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/sprint/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""glutes"", ""hamstrings"", ""quads""]}",2026-03-22 20:47:22.415233+00,2026-04-01 05:48:06.757208+00,5,,
c3f5b6f1-2e05-415b-8855-f0d28ef334f9,a0000000-0000-0000-0000-000000000001,seated_row,"{""en"": ""Seated Row"", ""hr"": ""Sjedece veslanje"", ""pt"": ""Remada sentada""}","{""en"": ""Horizontal pull on a cable machine while seated."", ""hr"": ""Horizontalno povlacenje na kablu u sjedecem polozaju."", ""pt"": ""Puxada horizontal em cabo sentado.""}","[""upper_body""]",pull,"[""cable_machine""]",1,"[[""reps"", ""load""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/seated_row/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/seated_row/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Cable Row""], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""lats"", ""rhomboids""]}",2026-03-22 20:47:22.415233+00,2026-04-01 05:48:06.757208+00,5,,
d8a528c1-3a8e-4cb5-8cfc-94f656400187,a0000000-0000-0000-0000-000000000001,farmer_carry,"{""en"": ""Farmer Carry"", ""hr"": ""Nosenje utega"", ""pt"": ""Caminhada do fazendeiro""}","{""en"": ""Walking while holding heavy weights at the sides."", ""hr"": ""Hodanje drzeci teske utege sa strane."", ""pt"": ""Caminhar segurando pesos pesados nas laterais.""}","[""full_body""]",carry,"[""dumbbell"",""kettlebell""]",1,"[[""distance"", ""load""], [""duration"", ""load""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/farmer_carry/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/farmer_carry/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Farmer's Walk""], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""core"", ""forearms"", ""traps""]}",2026-03-22 20:47:22.415233+00,2026-04-01 05:48:06.757208+00,5,,
da4c4270-29ce-4dc3-8192-c56ab2a69fb8,a0000000-0000-0000-0000-000000000001,lunge,"{""en"": ""Lunge"", ""hr"": ""Iskorak"", ""pt"": ""Afundo""}","{""en"": ""A single-leg movement stepping forward and lowering."", ""hr"": ""Jednonozni pokret koracanja naprijed."", ""pt"": ""Movimento unilateral avancando um pe.""}","[""lower_body""]",squat,[],1,"[[""reps"", ""load""], [""reps"", ""sides""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/lunge/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/lunge/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Walking Lunge""], ""mechanic"": ""compound"", ""laterality"": ""alternating"", ""target_muscles"": [""glutes"", ""quads""]}",2026-03-22 20:46:15.103267+00,2026-04-01 05:48:06.757208+00,6,,
eb8b5325-2993-4504-ac77-d816fdaf34c1,a0000000-0000-0000-0000-000000000001,tricep_extension,"{""en"": ""Tricep Extension"", ""hr"": ""Ekstenzija tricepsa"", ""pt"": ""Extensao de triceps""}","{""en"": ""Overhead isolation exercise for the triceps."", ""hr"": ""Izolacijska vjezba za triceps iznad glave."", ""pt"": ""Exercicio de isolamento acima da cabeca para triceps.""}","[""upper_body""]",push,"[""dumbbell"",""cable_machine""]",1,"[[""reps"", ""load""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/tricep_extension/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/tricep_extension/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Overhead Tricep Extension""], ""mechanic"": ""isolation"", ""laterality"": ""bilateral"", ""target_muscles"": [""triceps""]}",2026-03-22 20:47:22.415233+00,2026-04-01 05:48:06.757208+00,5,,
f6f09c58-e05f-4e11-9939-5e26b7ec30a6,a0000000-0000-0000-0000-000000000001,run,"{""en"": ""Run"", ""hr"": ""Trcanje"", ""pt"": ""Corrida""}","{""en"": ""Steady-state running for cardiovascular conditioning."", ""hr"": ""Kontinuirano trcanje za kardiovaskularnu kondiciju."", ""pt"": ""Corrida continua para condicionamento cardiovascular.""}","[""cardio""]",gait,[],1,"[[""distance""], [""duration""], [""calories""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/run/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/run/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Jog"", ""Running""], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""calves"", ""hamstrings"", ""quads""]}",2026-03-22 20:47:22.415233+00,2026-04-01 05:48:06.757208+00,6,,
fe28a731-7db7-4ad2-ba73-2b55a040326c,a0000000-0000-0000-0000-000000000001,treadmill,"{""en"": ""Treadmill"", ""hr"": ""Traka za trcanje"", ""pt"": ""Esteira""}","{""en"": ""Running or walking on a treadmill machine."", ""hr"": ""Trcanje ili hodanje na traci."", ""pt"": ""Corrida ou caminhada na esteira.""}","[""cardio""]",gait,"[""treadmill""]",1,"[[""distance""], [""calories""], [""duration"", ""incline""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/treadmill/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/treadmill/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""calves"", ""hamstrings"", ""quads""]}",2026-03-22 20:47:22.415233+00,2026-04-01 05:48:06.757208+00,6,,
